id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
38898289,Rental unit in Antwerpen · ★4.31 · 1 bedroom · 1 bed · 1.5 baths,174932988,Olivier,,Universiteitsbuurt,51.22431,4.40646,Entire home/apt,110,2,13,2023-09-04,0.26,5,312,2,
38919382,Rental unit in Antwerpen · ★4.69 · 1 bedroom · 1 bed · 1.5 baths,174932988,Olivier,,Universiteitsbuurt,51.22588,4.40593,Entire home/apt,116,2,36,2023-08-13,0.72,5,144,2,
38919694,Rental unit in Antwerpen · ★4.70 · Studio · 1 bed · 1.5 baths,174932988,Olivier,,Historisch Centrum,51.22447,4.40495,Entire home/apt,94,2,20,2023-08-11,0.40,5,249,6,
38934795,Rental unit in Antwerpen · ★5.0 · 2 bedrooms · 2 beds · 1 bath,267671671,Mircea,,Stadspark,51.20973,4.40972,Entire home/apt,110,2,6,2021-06-06,0.12,3,310,0,
38967550,Rental unit in Antwerpen · ★4.73 · 1 bedroom · 2 beds · 1.5 baths,182678477,Sleep Inn,,Theaterbuurt-Meir,51.2141,4.40946,Entire home/apt,203,1,160,2023-10-21,3.11,37,333,9,
38972380,Rental unit in Antwerpen · ★4.67 · 2 bedrooms · 3 beds · 1 bath,267671671,Mircea,,Stadspark,51.211,4.41024,Entire home/apt,100,2,18,2022-05-27,0.35,3,337,0,
38975201,Rental unit in Antwerpen · ★4.78 · Studio · 1 bed · 1.5 baths,25260390,Line Albertina,,Nieuw - Kwartier Oost,51.18587,4.44297,Entire home/apt,,4,40,2022-05-09,0.78,1,0,0,
39000837,Rental unit in Antwerpen · ★4.90 · 1 bedroom · 1 bed · 1 bath,87177320,Casper,,Theaterbuurt-Meir,51.214375,4.40391,Entire home/apt,147,2,91,2023-12-26,2.61,1,40,42,
39092875,Rental unit in Antwerpen · ★4.85 · Studio · 1 bed · 1.5 baths,58581059,Rachel,,Deurne Noord,51.23133,4.44505,Entire home/apt,,2,13,2023-03-05,0.26,1,0,1,
39096070,Rental unit in Antwerpen · ★4.87 · 2 bedrooms · 2 beds · 2 baths,171801886,Koen,,Historisch Centrum,51.22083,4.40506,Entire home/apt,110,3,60,2023-11-26,1.25,1,0,24,
39174512,Loft in Antwerpen · ★4.67 · 1 bedroom · 5 beds · 1 bath,300550745,Jan,,Borgerhout Intra Muros Noord,51.21745,4.44266,Entire home/apt,114,1,70,2023-11-12,1.38,1,71,23,
39292367,Rental unit in Antwerpen · ★4.72 · 1 bedroom · 1 bed · 1.5 baths,301665154,Charlotte,,Kiel,51.190147399902344,4.375883102416992,Entire home/apt,,1,69,2023-12-17,1.35,1,0,25,
39330826,Rental unit in Antwerpen · ★4.47 · 2 bedrooms · 8 beds · 1.5 baths,127787502,Olena,,Stadspark,51.20821,4.42129,Entire home/apt,131,1,53,2023-10-26,1.05,20,319,12,
39439450,Rental unit in Antwerpen · ★4.84 · 2 bedrooms · 3 beds · 1 bath,302909078,Yann,,Amandus - Atheneum,51.22970199584961,4.419058799743652,Entire home/apt,160,2,19,2023-11-26,0.41,2,74,5,
39455110,Home in Antwerpen · ★4.88 · 1 bedroom · 2 beds · 1.5 shared baths,348384,Claudio,,Dam,51.23213,4.42992,Private room,55,2,16,2023-12-11,1.13,1,222,14,
39482509,Rental unit in Antwerpen · Studio · 1 bed · 1 private bath,275023479,Yust,,Oud - Berchem,51.19824,4.41729,Private room,173,1,1,2020-02-23,0.02,1,354,0,
39484040,Rental unit in Antwerpen · ★4.25 · 1 bedroom · 1 bed · 1 bath,294349726,Astrid,,Stadspark,51.20596,4.41585,Entire home/apt,74,12,12,2023-07-19,0.36,1,84,3,
39493751,Rental unit in Antwerpen · 1 bedroom · 1 bed · 1 bath,103363284,Anouck,,Eilandje,51.23082,4.41687,Entire home/apt,55,29,2,2022-11-27,0.05,9,0,0,
39504410,Rental unit in Antwerpen · ★4.67 · 2 bedrooms · 2 beds · 2 baths,4865806,Tommie,,Eilandje,51.23328,4.402,Entire home/apt,257,3,6,2023-01-09,0.19,2,171,1,
39572996,Serviced apartment in Antwerpen · ★4.77 · 1 bedroom · 2 beds · 1 bath,141159863,Liselore,,Theaterbuurt-Meir,51.212906,4.408221,Entire home/apt,159,1,39,2023-12-03,0.77,3,332,5,
39576050,Rental unit in Antwerpen · ★4.90 · 2 bedrooms · 3 beds · 1.5 baths,302909078,Yann,,Amandus - Atheneum,51.22970199584961,4.419058799743652,Entire home/apt,160,2,20,2023-10-29,0.43,2,85,8,
39580214,Rental unit in Antwerpen · ★4.43 · 1 bedroom · 6 beds · 1.5 baths,165436938,Ella,,Theaterbuurt-Meir,51.21772,4.40707,Entire home/apt,71,1,111,2023-11-26,2.20,134,351,19,
39601703,Loft in Antwerpen · ★4.94 · 1 bedroom · 1 bed · 1 bath,36864214,Diana,,Universiteitsbuurt,51.22334,4.4096,Entire home/apt,,2,17,2022-06-12,0.34,1,0,0,
39606146,Rental unit in Antwerpen · ★4.25 · 1 bedroom · 4 beds · 2 baths,165436938,Ella,,Theaterbuurt-Meir,51.21911,4.40699,Entire home/apt,71,1,131,2023-12-08,2.58,134,343,21,
39626634,Rental unit in Antwerpen · ★4.73 · 1 bedroom · 2 beds · 1 bath,52331031,Florentijn,,Theaterbuurt-Meir,51.21587,4.40794,Entire home/apt,88,3,80,2023-11-27,1.58,1,251,40,
39728310,Townhouse in Antwerpen · ★4.40 · 1 bedroom · 1 bed · 1 bath,6616864,Christof,,Amandus - Atheneum,51.22583,4.42136,Entire home/apt,,100,15,2022-01-08,0.30,1,0,0,
39776692,Rental unit in Antwerpen · ★4.69 · 1 bedroom · 2 beds · 1 shared bath,305757245,Greet Joanna,,Historisch Centrum,51.22446154490753,4.402251653373241,Private room,,2,13,2023-09-25,2.20,1,0,13,
39786982,Rental unit in Antwerpen · ★4.94 · 1 bedroom · 1 bed · 1.5 baths,61755529,Valentijn,,Markgrave,51.1956666,4.410431,Entire home/apt,62,1,66,2023-12-16,6.13,1,281,66,
39805468,Rental unit in Antwerpen · ★4.52 · 1 bedroom · 3 beds · 1 bath,14670256,Jose,,Amandus - Atheneum,51.22111,4.41837,Entire home/apt,92,2,33,2023-12-03,0.67,1,57,30,
39891513,Rental unit in Antwerpen · ★4.62 · 1 bedroom · 2 beds · 1 bath,205445663,Kenny,,Historisch Centrum,51.21918,4.39828,Entire home/apt,164,2,47,2023-12-10,0.93,1,124,42,
39905365,Condo in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1 bath,302345778,Dorien,,Luchtbal,51.25568,4.42298,Entire home/apt,50,30,7,2023-07-28,0.14,1,209,3,
39905529,Rental unit in Antwerpen · 2 bedrooms · 2 beds · 1 bath,103363284,Anouck,,Eilandje,51.23071,4.41679,Entire home/apt,62,200,0,,,9,329,0,
39908193,Rental unit in Antwerpen · ★3.95 · 3 bedrooms · 5 beds · 1 bath,52106350,Jackie,,Amandus - Atheneum,51.21897,4.42558,Entire home/apt,151,2,79,2023-12-03,1.61,6,0,19,
40000254,Rental unit in Antwerpen · ★4.66 · 2 bedrooms · 6 beds · 1.5 baths,36696454,Sil,,Sint-Andries,51.21712,4.39794,Entire home/apt,210,2,71,2023-12-10,1.43,1,73,21,
40078653,Rental unit in Antwerpen · ★4.05 · 2 bedrooms · 4 beds · 1.5 baths,165436938,Ella,,Historisch Centrum,51.21865,4.39884,Entire home/apt,71,1,19,2023-05-28,0.38,134,332,5,
40080586,Rental unit in Antwerpen · ★4.25 · 2 bedrooms · 4 beds · 1 bath,165436938,Ella,,Sint-Andries,51.21698,4.39914,Entire home/apt,71,1,57,2023-07-27,1.15,134,336,7,
40084323,Rental unit in Antwerpen · ★4.90 · 1 bedroom · 1 bed · 1.5 baths,267671671,Mircea,,Stadspark,51.21083,4.41067,Entire home/apt,95,2,29,2023-01-31,0.59,3,344,1,
40099953,Rental unit in Antwerpen · ★4.85 · 2 bedrooms · 2 beds · 1 bath,261394719,Your,,Stadspark,51.20975,4.41437,Entire home/apt,120,2,34,2023-12-18,0.83,3,66,18,
40101542,Townhouse in Antwerpen · ★4.89 · 1 bedroom · 1 bed · 1 bath,309467495,Stéphanie,,Harmonie,51.20777,4.40667,Entire home/apt,128,2,45,2023-12-10,0.91,1,171,22,
40150324,Home in Antwerpen · 5 bedrooms · 9 beds · 4 baths,228207262,Ann,,Sint-Andries,51.21537,4.39864,Entire home/apt,185,50,1,2022-08-02,0.06,11,364,0,
40165707,Rental unit in Antwerpen · 1 bedroom · 1 bed · 1 bath,142235853,Prince,,Hoogte,51.1802,4.39157,Private room,50,2,0,,,2,300,0,
40167426,Townhouse in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1 private bath,253523830,Tomislav,,Sint-Andries,51.216732025146484,4.394970893859863,Private room,75,25,3,2023-04-10,0.15,1,214,1,
40172350,Rental unit in Antwerpen · ★4.67 · 2 bedrooms · 2 beds · 1 bath,13990066,Eline,,Centraal Station,51.21162,4.4263,Entire home/apt,69,3,3,2023-05-21,0.10,2,81,2,
40194857,Rental unit in Antwerpen · ★4.96 · 1 bedroom · 1 bed · 1 shared bath,17405469,Jihane,,Zurenborg,51.20809,4.42757,Private room,45,3,27,2023-08-30,1.53,1,147,11,
40249708,Condo in Antwerpen · ★4.84 · 1 bedroom · 1 bed · 1.5 baths,1967423,Isabelle,,Haringrode,51.20567,4.41854,Entire home/apt,73,2,19,2023-09-29,1.08,1,347,9,
40271527,Rental unit in Antwerpen · ★4.86 · 1 bedroom · 1 bed · 1 bath,311077135,Cornelia,,Historisch Centrum,51.2244,4.4043,Entire home/apt,120,2,21,2023-10-22,0.43,1,248,5,
40345757,Loft in Antwerpen · ★4.79 · 1 bedroom · 1 bed · 1 bath,259373016,Static,,Eilandje,51.23249,4.41071,Entire home/apt,185,2,14,2023-12-10,0.57,1,75,2,
40358946,Rental unit in Antwerpen · ★4.17 · Studio · 1 bed · 1.5 baths,46918022,Evi,,Amandus - Atheneum,51.22749,4.42334,Entire home/apt,58,3,46,2023-10-23,0.93,2,42,9,
40365085,Rental unit in Antwerpen · ★4.83 · 4 bedrooms · 9 beds · 2 baths,85495091,Eliezer,,Universiteitsbuurt,51.22082,4.4083,Entire home/apt,646,1,72,2023-12-17,1.47,3,299,25,
40376618,Rental unit in Antwerpen · ★4.76 · Studio · 1 bed · 1 bath,312094948,Tim,,Theaterbuurt-Meir,51.2113,4.40602,Entire home/apt,83,1,55,2023-12-22,1.11,1,105,9,
40390493,Aparthotel in Antwerpen · ★4.64 · 1 bedroom · 2 beds · 1 bath,312210530,Olivier,,Centraal Station,51.21453,4.42059,Private room,108,1,36,2023-12-10,0.73,2,44,8,
40396720,Rental unit in Antwerpen · ★4.87 · 1 bedroom · 1 bed · 1.5 baths,278471162,Pascal,,Sint-Andries,51.21482,4.39492,Entire home/apt,150,1,46,2023-09-23,0.98,1,141,3,
40412786,Rental unit in Antwerpen · ★4.88 · 1 bedroom · 2 beds · 1 bath,312508751,Hanne,,Theaterbuurt-Meir,51.21753692626953,4.412721157073975,Entire home/apt,93,2,86,2023-12-24,2.03,1,344,43,
40413795,Aparthotel in Antwerpen · ★4.69 · 1 bedroom · 2 beds · 1 private bath,312210530,Olivier,,Centraal Station,51.21453,4.42059,Private room,108,1,13,2023-05-29,0.46,2,42,2,
40438979,Bed and breakfast in Antwerpen · ★4.40 · 1 bedroom · 1 bed · 1 private bath,14525678,Stefan,,Historisch Centrum,51.22506,4.40066,Private room,114,1,5,2022-04-18,0.15,1,339,0,
40441020,Rental unit in Antwerpen · ★4.81 · 1 bedroom · 2 beds · 1 bath,13023301,Wim,,Historisch Centrum,51.22377,4.40558,Entire home/apt,107,1,198,2023-12-10,4.07,1,242,45,
40451090,Rental unit in Antwerpen · 1 bedroom · 1 bed · 1 shared bath,120503435,Naomi,,Markgrave,51.19871,4.39854,Private room,,2,0,,,1,0,0,
40561103,Condo in Antwerpen · ★4.62 · 1 bedroom · 2 beds · 1 bath,314237238,Luc,,Stuivenberg,51.23089,4.4256,Entire home/apt,89,1,66,2023-12-16,1.35,2,338,19,
40602577,Rental unit in Antwerpen · ★4.93 · 2 bedrooms · 2 beds · 1.5 baths,261394719,Your,,Stadspark,51.209,4.41401,Entire home/apt,110,2,42,2023-11-26,1.05,3,0,26,
40628338,Rental unit in Antwerpen · ★4.76 · 1 bedroom · 1 bed · 1 bath,181058741,Maarten,,Sint-Andries,51.21466,4.40124,Entire home/apt,123,2,107,2023-12-17,3.83,1,256,32,
40628542,Townhouse in Antwerpen · ★4.86 · 1 bedroom · 1 bed · 1.5 baths,195346772,Tim,,Oud - Berchem,51.19972,4.42302,Entire home/apt,65,7,14,2023-11-25,0.32,1,14,4,
40652467,Villa in Antwerpen · 9 bedrooms · 12 beds · 2 baths,223011600,Andrii,,Stadspark,51.20874,4.4125,Entire home/apt,3200,4,0,,,1,83,0,
40663725,Rental unit in Antwerpen · ★4.71 · 1 bedroom · 3 beds · 1 bath,85495091,Eliezer,,Universiteitsbuurt,51.22139,4.40571,Entire home/apt,160,1,127,2023-12-09,2.79,3,314,62,
40752802,Rental unit in Antwerpen · ★4.59 · 5 bedrooms · 12 beds · 3 baths,85495091,Eliezer,,Universiteitsbuurt,51.22056,4.4074,Entire home/apt,995,1,37,2023-12-10,0.76,3,317,11,
40792909,Rental unit in Antwerpen · ★4.73 · 1 bedroom · 2 beds · 1.5 baths,182678477,Sleep Inn,,Theaterbuurt-Meir,51.21329,4.40921,Entire home/apt,183,1,77,2023-12-17,1.59,37,348,8,
40827672,Townhouse in Antwerpen · ★4.82 · 1 bedroom · 1 bed · 1.5 baths,317584397,Peter,,Sint-Andries,51.216469,4.401293,Entire home/apt,217,7,44,2023-03-12,0.91,1,83,2,
40885238,Loft in Antwerpen · ★4.56 · 2 bedrooms · 2 beds · 1.5 baths,48564634,Eline,,Borgerhout Extra Muros,51.19664,4.44844,Entire home/apt,55,7,18,2023-12-16,0.64,1,278,2,
40891179,Rental unit in Antwerpen · ★4.27 · 2 bedrooms · 4 beds · 1.5 baths,165436938,Ella,,Universiteitsbuurt,51.21996,4.40883,Entire home/apt,71,1,201,2023-09-28,4.14,134,331,37,
40891753,Rental unit in Antwerpen · ★4.30 · 1 bedroom · 1 bed · 1.5 baths,58173792,Dana,,Zuid,51.21055,4.39887,Entire home/apt,,5,10,2022-06-13,0.21,1,0,0,
40915413,Rental unit in Antwerpen · ★4.32 · 2 bedrooms · 3 beds · 1 bath,67322181,Eli,,Centraal Station,51.21417,4.41609,Entire home/apt,150,1,19,2022-01-16,0.39,7,0,0,
40960005,Rental unit in Antwerpen · ★4.67 · 2 bedrooms · 2 beds · 1 bath,17886328,Alex,,Hoogte,51.18219,4.39571,Entire home/apt,,4,3,2021-03-03,0.06,1,0,0,
40985461,Loft in Antwerpen · ★4.67 · 1 bedroom · 1 bed · 1 bath,314237238,Luc,,Stuivenberg,51.23164,4.42431,Entire home/apt,99,1,54,2023-12-17,1.11,2,346,20,
40998197,Rental unit in Antwerpen · ★4.50 · 2 bedrooms · 2 beds · 1 bath,67322181,Eli,,Centraal Station,51.21404,4.41726,Entire home/apt,95,1,12,2021-12-31,0.25,7,0,0,
41018786,Rental unit in Antwerpen · ★4.29 · 2 bedrooms · 3 beds · 1 bath,67322181,Eli,,Centraal Station,51.2148,4.41613,Entire home/apt,150,1,17,2022-01-02,0.37,7,0,0,
41056032,Rental unit in Antwerpen · ★5.0 · 2 bedrooms · 4 beds · 1.5 baths,20216162,Ellen,,Brederode,51.20204,4.3937,Entire home/apt,130,2,3,2020-08-16,0.06,4,47,0,
41060220,Rental unit in Antwerpen · 1 bedroom · 1 bed · 1.5 shared baths,19211847,Dieter,,Borgerhout Extra Muros,51.20036,4.44634,Private room,,2,1,2023-11-18,0.75,2,0,1,
41079819,Loft in Antwerpen · 2 bedrooms · 2 beds · 1 bath,321223802,Irfan,,Harmonie,51.19849,4.4103,Entire home/apt,99,30,0,,,1,147,0,
41094334,Rental unit in Antwerpen · ★4.33 · 1 bedroom · 4 beds · 1.5 baths,317037207,Lisa,,Historisch Centrum,51.22295,4.40305,Entire home/apt,71,1,73,2023-12-09,1.78,69,292,37,
41094824,Rental unit in Antwerpen · ★4.16 · 1 bedroom · 4 beds · 1.5 baths,317037207,Lisa,,Historisch Centrum,51.22122,4.40344,Entire home/apt,71,1,105,2023-12-09,2.23,69,0,36,
41104073,Rental unit in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,303761293,Elza,,Borgerhout Extra Muros,51.20039,4.44819,Private room,45,1,16,2022-11-25,0.41,1,175,0,
41124839,Rental unit in Antwerpen · ★4.24 · 2 bedrooms · 4 beds · 1.5 baths,317037207,Lisa,,Historisch Centrum,51.21976,4.3993,Entire home/apt,71,1,83,2023-12-10,1.83,69,286,31,
41125450,Rental unit in Antwerpen · ★3.92 · 2 bedrooms · 4 beds · 1.5 baths,317037207,Lisa,,Historisch Centrum,51.21908,4.39919,Entire home/apt,71,1,24,2023-11-04,0.51,69,277,4,
41126457,Rental unit in Antwerpen · ★4.14 · 2 bedrooms · 7 beds · 1.5 baths,317037207,Lisa,,Theaterbuurt-Meir,51.21511,4.40929,Entire home/apt,71,1,51,2023-11-14,1.19,69,148,12,
41129936,Rental unit in Antwerpen · ★4.24 · 1 bedroom · 3 beds · 1.5 baths,317037207,Lisa,,Theaterbuurt-Meir,51.21856,4.40997,Entire home/apt,71,1,159,2023-12-01,3.39,69,0,76,
41130318,Rental unit in Antwerpen · ★4.22 · 1 bedroom · 4 beds · 1.5 baths,317037207,Lisa,,Theaterbuurt-Meir,51.21885,4.40535,Entire home/apt,71,1,130,2023-12-10,2.76,69,319,44,
41141756,Rental unit in Antwerpen · ★4.08 · 1 bedroom · 3 beds · 1.5 baths,317037207,Lisa,,Theaterbuurt-Meir,51.21857,4.40687,Entire home/apt,71,1,49,2023-11-01,1.41,69,343,25,
41147763,Rental unit in Antwerpen · ★4.13 · 2 bedrooms · 4 beds · 1.5 baths,317037207,Lisa,,Sint-Andries,51.21774,4.39952,Entire home/apt,71,1,118,2023-12-03,2.49,69,332,31,
41148846,Rental unit in Antwerpen · ★4.43 · 1 bedroom · 4 beds · 1.5 baths,317037207,Lisa,,Sint-Andries,51.21696,4.39988,Entire home/apt,71,1,51,2023-12-03,1.07,69,346,19,
41185784,Rental unit in Antwerpen · ★4.91 · 1 bedroom · 1 bed · 1 bath,15994832,Nathalie,,Haringrode,51.20157,4.41375,Entire home/apt,,3,63,2023-12-11,2.30,1,0,22,
41241299,Condo in Antwerpen · ★4.82 · 1 bedroom · 4 beds · 1.5 baths,298729680,Priya,,Stadspark,51.20614,4.41766,Entire home/apt,116,5,39,2023-10-09,0.84,2,360,6,
41249454,Guesthouse in Antwerpen · ★4.90 · 1 bedroom · 1 bed · 1 bath,1423652,Katty,,Amandus - Atheneum,51.2248,4.42159,Entire home/apt,85,2,126,2023-12-25,5.96,1,346,67,
41373715,Rental unit in Antwerpen · ★4.19 · 2 bedrooms · 4 beds · 1.5 baths,317037207,Lisa,,Theaterbuurt-Meir,51.21841,4.40956,Entire home/apt,71,1,37,2023-11-29,0.79,69,338,20,
41388728,Rental unit in Antwerpen · ★4.77 · 1 bedroom · 1 bed · 1 shared bath,181853803,Mao-Ming,,Deurne Zuid West,51.21069,4.46232,Private room,33,30,13,2023-12-20,0.31,4,365,5,
41440889,Rental unit in Antwerpen · ★4.86 · 2 bedrooms · 3 beds · 1 bath,261394719,Your,,Stadspark,51.20869,4.41397,Entire home/apt,130,2,50,2023-12-17,1.07,3,66,26,
41532692,Rental unit in Antwerpen · 1 bedroom · 1 bed · 1 bath,103363284,Anouck,,Eilandje,51.23003,4.41665,Entire home/apt,55,29,2,2020-11-15,0.04,9,1,0,
41550993,Rental unit in Antwerpen · 1 bedroom · 1 bed · 1.5 baths,327324964,Said,,Lambrechtshoeken,51.25734,4.43504,Private room,100,5,0,,,1,362,0,
41601800,Guesthouse in Antwerpen · ★4.63 · 1 bedroom · 1 bed · 2.5 shared baths,202021039,Leonardo,,Borgerhout Intra Muros Noord,51.22223,4.44404,Private room,,1,19,2022-09-25,0.40,5,0,0,
41609768,Rental unit in Antwerpen · ★4.96 · Studio · 1 bed · 1 bath,206908275,Margareta,,Haringrode,51.20579,4.41879,Entire home/apt,50,4,55,2023-10-25,1.33,1,72,14,
41616815,Rental unit in Antwerpen · 1 bedroom · 1 bed · 1 bath,36688951,Tim,,Centraal Station,51.21672,4.41705,Entire home/apt,,5,1,2021-03-28,0.03,4,0,0,
41638347,Rental unit in Antwerpen · ★4.86 · 2 bedrooms · 2 beds · 1 bath,2822632,Ariane,,Hoogte,51.17671,4.40141,Entire home/apt,131,3,20,2023-12-17,0.42,1,0,9,
41641334,Rental unit in Antwerpen · ★4.17 · 2 bedrooms · 2 beds · 1 bath,36688951,Tim,,Centraal Station,51.21654,4.41712,Entire home/apt,,3,6,2021-08-22,0.18,4,0,0,
41641939,Rental unit in Antwerpen · 2 bedrooms · 2 beds · 1 bath,36688951,Tim,,Centraal Station,51.21649,4.41736,Entire home/apt,,3,0,,,4,0,0,
41655525,Rental unit in Antwerpen · 1 bedroom · 1 bath,273986717,Jeroen,,Brederode,51.20563,4.40356,Entire home/apt,,2,2,2020-02-16,0.04,1,0,0,
41705903,Bed and breakfast in Antwerpen · 3 bedrooms · 4 beds · 3 baths,79270852,Maryline,,Historisch Centrum,51.2197792,4.3996149,Private room,,1,0,,,2,0,0,
41755045,Rental unit in Antwerpen · ★4.99 · 1 bedroom · 1 bed · 1.5 baths,329866092,Kevin,,Zuid,51.20975,4.39912,Entire home/apt,100,2,156,2023-12-10,3.32,1,0,48,
41766119,Place to stay in Antwerpen · ★4.92 · 1 bedroom · 1 bed · Shared half-bath,2476648,Chris,,Borgerhout Intra Muros Noord,51.21811,4.43288,Private room,50,1,142,2023-12-23,5.78,1,102,74,
