id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
645614240910469856,Rental unit in Antwerpen · ★4.89 · 1 bedroom · 2 beds · 1 bath,463419383,Shmuel,,Sint-Andries,51.2143897,4.3988005,Entire home/apt,71,2,133,2023-12-18,7.16,1,307,82,
646039773748467613,Bed and breakfast in Antwerpen · 1 bedroom · 1 bed · 1 bath,38260088,Adam,,Oud - Berchem,51.20268,4.43307,Private room,132,2,2,2022-11-01,0.12,1,0,0,
646227309661853630,Condo in Antwerpen · 2 bedrooms · 2 beds · 1 bath,295440325,Julie,,Borgerhout Intra Muros Zuid,51.21417,4.43669,Entire home/apt,,1,2,2022-07-24,0.11,2,0,0,
647423662584570964,Tiny home in Antwerpen · ★4.89 · 1 bedroom · 1 bed · 1.5 baths,463799047,Pascale,,Universiteitsbuurt,51.22596,4.40762,Entire home/apt,57,3,28,2023-12-05,1.59,1,60,22,
647484148743706633,Rental unit in Antwerpen · ★4.62 · 1 bedroom · 1 bed · 1 bath,23618489,Jo,,Sint-Andries,51.2158783,4.3969172,Entire home/apt,79,1,113,2023-12-25,6.35,6,32,77,
647516552772309891,Rental unit in Antwerpen · ★4.55 · 1 bedroom · 1 bed · 1 bath,23618489,Jo,,Sint-Andries,51.2158783,4.3969172,Entire home/apt,90,1,105,2023-12-26,5.78,6,39,72,
647692353884728848,Townhouse in Antwerpen · 5 bedrooms · 5 beds · 1.5 baths,10562873,Carlos,,Brederode,51.20543,4.39422,Entire home/apt,139,4,2,2022-09-24,0.12,1,156,0,
648156909157302999,Condo in Antwerpen · ★4.70 · 2 bedrooms · 3 beds · 1 bath,349603967,Kommer,,Deurne Oost,51.2203053,4.4746894,Entire home/apt,101,1,131,2023-12-20,7.43,1,0,88,
649260353916779711,Loft in Antwerpen · 1 bedroom · 2 beds · 1.5 baths,461650827,Heidi,,Historisch Centrum,51.2230948,4.4010736,Entire home/apt,310,1,1,2023-02-27,0.10,15,339,1,
649803375642284178,Condo in Antwerpen · 1 bedroom · 1 bed · 1.5 baths,40302202,Joran,,Brederode,51.19929,4.39431,Entire home/apt,55,6,0,,,1,216,0,
649913123850488240,Condo in Antwerpen · 2 bedrooms · 3 beds · 1 bath,464409592,Karin,,Eilandje,51.23217963954796,4.405688206884761,Entire home/apt,,3,1,2022-10-30,0.07,1,0,0,
649936993231880136,Home in Antwerpen · ★4.79 · 1 bedroom · 1 bed · 1.5 baths,5390349,Bert,,Borgerhout Extra Muros,51.2101882,4.4497951,Private room,79,2,46,2023-10-29,2.49,1,0,24,
649995224259344288,Tiny home in Antwerpen · ★5.0 · 1 bedroom · 2 beds · 1 bath,402164262,Peter,,Sint-Andries,51.2134,4.39626,Entire home/apt,,2,8,2022-08-28,0.44,1,0,0,
650448683719265692,Loft in Antwerpen · ★5.0 · 1 bedroom · 2 beds · 1.5 baths,461650827,Heidi,,Historisch Centrum,51.2230948,4.4010736,Entire home/apt,310,1,3,2023-05-21,0.18,15,328,1,
651166131118541470,Condo in Antwerpen · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,18587562,Filip,,Zurenborg,51.20725,4.43042,Entire home/apt,116,3,35,2023-12-10,1.99,1,174,27,
651365411171909478,Townhouse in Antwerpen · 4 bedrooms · 1 bed · 1 bath,19469293,Hamza,,Merksem - Heide,51.25028,4.46046,Entire home/apt,68,1,0,,,1,53,0,
651816738194603118,Condo in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1 bath,325310750,Rachid,,Theaterbuurt-Meir,51.21560694408973,4.41245511174202,Entire home/apt,63,1,9,2023-12-23,5.87,1,115,9,
651881362908888037,Rental unit in Antwerpen · ★4.90 · 1 bedroom · 1 bed · 1 bath,214067983,Clodette,,Historisch Centrum,51.219583,4.3980962,Entire home/apt,101,2,59,2023-12-10,3.47,2,302,40,
652678527643976867,Loft in Antwerpen · ★4.67 · 1 bedroom · 3 beds · 1.5 baths,461650827,Heidi,,Historisch Centrum,51.2230948,4.4010736,Entire home/apt,293,1,6,2023-11-26,0.39,15,329,3,
652687794990364745,Loft in Antwerpen · ★4.94 · 1 bedroom · 3 beds · 1.5 baths,461650827,Heidi,,Historisch Centrum,51.2230948,4.4010736,Entire home/apt,327,1,16,2023-10-01,0.95,15,0,9,
652704074380445946,Loft in Antwerpen · ★4.82 · 3 bedrooms · 3 beds · 1.5 baths,461650827,Heidi,,Historisch Centrum,51.2230948,4.4010736,Entire home/apt,400,1,28,2023-12-04,1.55,15,329,18,
652714213453831083,Loft in Antwerpen · ★4.89 · 3 bedrooms · 3 beds · 2.5 baths,461650827,Heidi,,Historisch Centrum,51.2230948,4.4010736,Entire home/apt,525,1,26,2023-12-23,1.44,15,0,13,
652740502802574121,Loft in Antwerpen · ★5.0 · 1 bedroom · 2 beds · 1.5 baths,461650827,Heidi,,Historisch Centrum,51.2230948,4.4010736,Entire home/apt,310,1,5,2023-02-14,0.33,15,329,2,
652928027906300801,Condo in Antwerpen · ★5.0 · 2 bedrooms · 2 beds · 1 bath,1128692,Larissa,,Hoogte,51.1761,4.40134,Entire home/apt,131,3,5,2023-01-29,0.29,1,347,1,
653433086403185489,Condo in Antwerpen · ★4.96 · 1 bedroom · 1 bed · 1.5 baths,465169925,Anita,,Nieuwdreef,51.24847370000001,4.4350697,Entire home/apt,70,2,23,2023-10-22,1.26,1,30,12,
653648803562374958,Condo in Antwerpen · ★4.96 · 1 bedroom · 1 bed · 1 bath,465241176,Karim,,Zurenborg,51.20898829999999,4.4251684,Entire home/apt,104,2,25,2023-12-11,3.10,1,0,25,
654161700938810728,Condo in Antwerpen · ★4.93 · 2 bedrooms · 3 beds · 1.5 shared baths,20792752,Dina,,Centraal Station,51.2138791,4.4276158,Private room,60,1,28,2023-08-12,1.53,1,174,9,
654292436369205986,Condo in Antwerpen · ★4.85 · 1 bedroom · 1 bed · 1 bath,82848998,Saskia,,Groenenhoek,51.1961,4.43998,Entire home/apt,66,2,59,2023-12-10,3.25,2,0,36,
654524439731515169,Condo in Antwerpen · ★4.67 · 2 bedrooms · 2 beds · 1.5 baths,182678477,Sleep Inn,,Zuid,51.206809,4.388498999999999,Entire home/apt,148,1,18,2023-11-20,0.98,37,360,10,
654889371616892776,Loft in Antwerpen · 1 bedroom · 2 beds · 1 bath,465528361,Marcelline,,Zuid,51.21043,4.3951,Entire home/apt,160,1,2,2022-07-31,0.11,3,324,0,
654920143176457305,Condo in Antwerpen · ★4.82 · 2 bedrooms · 2 beds · 1.5 baths,116539281,Cédric,,Nieuw - Kwartier Oost,51.17867,4.43287,Entire home/apt,90,2,33,2023-11-19,2.05,1,216,26,
655490959751329350,Condo in Antwerpen · 2 bedrooms · 2 beds · 1 bath,53135339,Anniek,,Nieuw - Zuid,51.2054,4.38531,Entire home/apt,100,2,1,2022-08-01,0.06,1,69,0,
655718207647727226,Rental unit in Antwerpen · ★4.46 · 1 bedroom · 2 beds · 1 bath,139068229,Yvan And Julia,,Historisch Centrum,51.2198049,4.3976282,Entire home/apt,150,1,81,2023-11-30,4.66,6,175,54,
655752776214577149,Home in Antwerpen · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,55504346,Anaïs,,Nieuw - Kwartier West,51.18551,4.42712,Private room,79,1,22,2023-12-02,1.25,2,363,17,
656349586380372493,Rental unit in Antwerpen · ★3.78 · 1 bedroom · 3 beds · 1 bath,165436938,Ella,,Centraal Station,51.21898,4.41632,Entire home/apt,71,1,18,2023-07-24,1.01,134,346,6,
657488896796767439,Condo in Antwerpen · ★5.0 · 1 bedroom · 2 beds · 1 bath,55406436,Dietrich & Sofie,,Amandus - Atheneum,51.22301,4.4211,Entire home/apt,175,5,9,2023-06-05,0.52,4,0,7,
658384196401685725,Rental unit in Antwerpen · ★4.88 · 1 bedroom · 2 beds · 1 bath,39961455,Sam,,Harmonie,51.20731,4.40541,Entire home/apt,110,1,49,2023-11-26,2.74,1,174,37,
658500098774034880,Condo in Antwerpen · ★4.75 · 1 bedroom · 1 bed · 1.5 shared baths,466343106,Maria,,Merksem - Heide,51.2479788,4.456481,Private room,69,1,28,2023-03-12,1.55,1,0,3,
658726299261547019,Rental unit in Antwerpen · ★4.61 · 1 bedroom · 3 beds · 1 shared bath,24867394,Gaïtano,,Amandus - Atheneum,51.2189754,4.4220024,Private room,,2,28,2023-09-24,1.57,3,0,13,
659053063421680716,Loft in Antwerpen · 1 bedroom · 2 beds · 1 bath,465528361,Marcelline,,Zuid,51.20924,4.39555,Entire home/apt,170,1,1,2022-07-30,0.06,3,301,0,
659060746514892705,Condo in Antwerpen · ★4.90 · 2 bedrooms · 2 beds · 1 bath,31222580,Katrijn,,Stadspark,51.2163426,4.4150575,Entire home/apt,140,4,21,2023-11-05,1.19,1,116,10,
659191120721278830,Rental unit in Antwerpen · ★4.26 · 1 bedroom · 1 bed · 1 bath,19151354,Seher,,Deurne Noord,51.23236,4.45302,Entire home/apt,,1,39,2023-05-28,2.15,2,0,10,
659577651531672440,Place to stay in Antwerpen · ★4.56 · 1 bedroom · 2 beds · 1 private bath,15780894,Simon,,Historisch Centrum,51.22321,4.40499,Private room,73,1,154,2023-12-24,8.60,10,0,108,
659722912200276470,Condo in Antwerpen · ★4.90 · 1 bedroom · 1 bed · 1.5 shared baths,466668629,Tessa,,Borgerhout Intra Muros Zuid,51.20976,4.43595,Private room,80,1,58,2023-11-19,3.26,1,0,25,
659850061228741841,Rental unit in Antwerpen · ★3.82 · 1 bedroom · 3 beds · 1 bath,165436938,Ella,,Universiteitsbuurt,51.22022,4.41598,Entire home/apt,71,1,39,2023-12-09,2.87,134,349,35,
659881668987724921,Rental unit in Antwerpen · ★4.04 · 1 bedroom · 3 beds · 1 bath,165436938,Ella,,Historisch Centrum,51.22501,4.4021,Entire home/apt,71,1,74,2023-12-12,4.27,134,331,41,
659898817944241807,Rental unit in Antwerpen · ★4.16 · 3 bedrooms · 8 beds · 1 bath,165436938,Ella,,Historisch Centrum,51.22359,4.40234,Entire home/apt,71,1,31,2023-10-30,1.99,134,291,22,
659903846177773226,Condo in Antwerpen · ★4.57 · 1 bedroom · 1 bed · 1.5 shared baths,465222890,Sébastien,,Tentoonstellingswijk,51.1912307,4.3973646,Private room,65,1,7,2023-12-10,0.70,1,28,7,
659948492545668412,Rental unit in Antwerpen · ★4.17 · 3 bedrooms · 8 beds · 1 bath,165436938,Ella,,Historisch Centrum,51.22588,4.40207,Entire home/apt,71,1,24,2023-11-12,1.66,134,291,23,
659960738980149198,Rental unit in Antwerpen · ★3.40 · 2 bedrooms · 5 beds · 1 bath,165436938,Ella,,Sint-Andries,51.21821,4.39708,Entire home/apt,71,1,29,2023-12-10,1.78,134,0,19,
659965115129495286,Rental unit in Antwerpen · ★4.22 · 3 bedrooms · 6 beds · 1 bath,165436938,Ella,,Sint-Andries,51.21731,4.39733,Entire home/apt,71,1,9,2023-12-10,0.52,134,287,8,
659976958605761683,Rental unit in Antwerpen · ★4.80 · 2 bedrooms · 4 beds · 1 bath,327444295,Lucy,,Oud - Berchem,51.2047,4.43454,Entire home/apt,217,1,111,2023-12-08,6.31,7,265,74,
659993151314445119,Rental unit in Antwerpen · ★3.82 · 1 bedroom · 5 beds · 1 bath,165436938,Ella,,Sint-Andries,51.21695,4.39702,Entire home/apt,71,1,10,2023-11-05,0.59,134,0,5,
660065117675821484,Rental unit in Antwerpen · ★4.97 · 1 bedroom · 1 bed · 1.5 baths,458571334,Tanguy,,Historisch Centrum,51.218181645131274,4.399017579853535,Entire home/apt,126,2,61,2023-12-26,3.54,1,348,40,
660496144845344858,Condo in Antwerpen · ★4.95 · 1 bedroom · 1 bed · 1 bath,47589728,Zoe,,Zuid,51.211046,4.400449,Entire home/apt,136,2,41,2023-12-09,2.46,1,353,29,
660514751657756115,Rental unit in Antwerpen · ★4.44 · 1 bedroom · 4 beds · 1 bath,165436938,Ella,,Historisch Centrum,51.22323,4.40123,Entire home/apt,71,1,32,2023-08-30,1.92,134,292,30,
660522702632791618,Rental unit in Antwerpen · ★4.18 · 1 bedroom · 4 beds · 1 bath,165436938,Ella,,Historisch Centrum,51.22105,4.40277,Entire home/apt,71,1,28,2023-11-03,1.62,134,320,15,
660537178843465784,Rental unit in Antwerpen · ★4.16 · 1 bedroom · 4 beds · 1 bath,165436938,Ella,,Historisch Centrum,51.22121,4.3972,Entire home/apt,71,1,43,2023-12-10,2.50,134,349,35,
660553877258229650,Rental unit in Antwerpen · ★3.15 · 3 bedrooms · 7 beds · 3 baths,165436938,Ella,,Theaterbuurt-Meir,51.21733,4.40752,Entire home/apt,71,1,13,2023-11-30,0.73,134,332,7,
660596297649604069,Rental unit in Antwerpen · ★3.82 · 2 bedrooms · 5 beds · 1 bath,165436938,Ella,,Sint-Andries,51.21833,4.39572,Entire home/apt,71,1,28,2023-11-04,1.63,134,337,16,
660646354659606844,Rental unit in Antwerpen · ★4.50 · 1 bedroom · 1 bed · 1 bath,198500234,Rami,,Centraal Station,51.21186,4.42042,Entire home/apt,,1,6,2022-08-31,0.34,1,0,0,
661494483248464336,Home in Antwerpen · ★4.53 · 1 bedroom · 3 beds · 1 shared bath,11087865,Jay,,Universiteitsbuurt,51.2264546,4.4111227,Private room,46,1,102,2023-12-17,5.75,4,349,70,
662219476050749840,Condo in Antwerpen · ★4.54 · 2 bedrooms · 3 beds · 1.5 baths,182678477,Sleep Inn,,Zuid,51.20586,4.38802,Entire home/apt,175,1,35,2023-09-26,2.06,37,358,22,
662496009747398859,Rental unit in Antwerpen · ★4.38 · 2 bedrooms · 6 beds · 1 bath,24867394,Gaïtano,,Amandus - Atheneum,51.2189754,4.4220024,Entire home/apt,,2,24,2023-10-01,1.38,3,0,12,
663178942796891124,Place to stay in Antwerpen · ★4.59 · 1 bedroom · 2 beds · 1 private bath,15780894,Simon,,Historisch Centrum,51.22197,4.40503,Private room,73,1,186,2023-12-10,10.45,10,0,130,
663484635456479209,Rental unit in Antwerpen · ★4.86 · 1 bedroom · 2 beds · 1 bath,222831298,Arne,,Harmonie,51.20666,4.4042,Entire home/apt,108,1,73,2023-12-10,4.09,20,172,60,
663765291806733726,Condo in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1 bath,14490048,Bo,,Harmonie,51.21023243752748,4.407087313769549,Entire home/apt,100,1,6,2023-08-27,1.25,1,194,6,
664219483123371285,Townhouse in Antwerpen · 3 bedrooms · 2 beds · 3 baths,38636094,Louise,,Dam,51.2285621,4.4366696,Entire home/apt,119,20,0,,,1,0,0,
664285489840771646,Boutique hotel in Antwerpen · 1 bedroom · 1 bed · 1 private bath,467763502,Pieter,,Historisch Centrum,51.220475,4.4034251,Private room,314,1,0,,,8,283,0,
664286010885879999,Boutique hotel in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,467763502,Pieter,,Historisch Centrum,51.220475,4.4034251,Private room,323,1,7,2023-10-07,0.40,8,286,3,
664286659573606058,Home in Antwerpen · 7 bedrooms · 7 beds · 7 baths,467763502,Pieter,,Historisch Centrum,51.220475,4.4034251,Entire home/apt,4500,1,0,,,8,264,0,
664353366330361506,Rental unit in Antwerpen · 1 bedroom · 1 bed · 1 bath,22609810,Sara,,Oud - Merksem,51.24265,4.44681,Entire home/apt,200,2,1,2022-10-09,0.07,1,360,0,
664898003874424747,Boutique hotel in Antwerpen · 1 bedroom · 1 bed · 1.5 baths,467763502,Pieter,,Historisch Centrum,51.220475,4.4034251,Private room,333,1,0,,,8,281,0,
664913041864879005,Boutique hotel in Antwerpen · 1 bedroom · 1 bed · 1 private bath,467763502,Pieter,,Historisch Centrum,51.220475,4.4034251,Private room,327,1,0,,,8,280,0,
664926254564915353,Boutique hotel in Antwerpen · 1 bedroom · 1 bed · 1.5 baths,467763502,Pieter,,Historisch Centrum,51.220475,4.4034251,Private room,360,1,0,,,8,279,0,
665198060970338137,Condo in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,4686662,Sofie Joan,,Borgerhout Intra Muros Zuid,51.21464,4.43446,Entire home/apt,,3,7,2023-01-17,0.40,1,0,3,
665203372711737629,Boutique hotel in Antwerpen · 1 bedroom · 1 bed · 1.5 baths,467763502,Pieter,,Historisch Centrum,51.220475,4.4034251,Private room,322,1,0,,,8,282,0,
665224675201211984,Boutique hotel in Antwerpen · 1 bedroom · 1 bed · 1.5 baths,467763502,Pieter,,Historisch Centrum,51.220475,4.4034251,Private room,331,1,0,,,8,286,0,
665896942024358163,Townhouse in Antwerpen · ★5.0 · 3 bedrooms · 4 beds · 1 bath,62410797,Sarah,,Borgerhout Extra Muros,51.19784,4.45108,Entire home/apt,,4,3,2023-04-07,0.17,1,0,1,
666436268250026810,Condo in Antwerpen · 2 bedrooms · 2 beds · 1 bath,307585158,Christophe,,Historisch Centrum,51.2213583,4.4031241,Entire home/apt,157,2,2,2023-10-18,0.48,2,137,2,
667089215393425719,Condo in Antwerpen · ★4.65 · 1 bedroom · 2 beds · 1 bath,89501828,Andrew,,Centraal Station,51.217641,4.420337,Entire home/apt,92,1,83,2023-12-23,4.77,1,3,67,
667135191725822872,Condo in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1 bath,166240609,Celine,,Stadspark,51.20892,4.40934,Entire home/apt,234,21,26,2023-11-30,1.53,1,87,5,
668068216903776131,Tiny home in Antwerpen · ★4.74 · 1 bedroom · 1 bed · 1 bath,52122356,Karin,,Sint-Andries,51.21381,4.39386,Entire home/apt,,1,23,2023-08-15,1.78,1,0,21,
669424948521413937,Condo in Antwerpen · ★4.58 · 1 bedroom · 1 bed · 1.5 baths,469070829,Christopher,,Dam,51.23516,4.42364,Entire home/apt,78,2,33,2023-10-22,1.94,1,355,21,
669630830282407248,Condo in Antwerpen · 1 bedroom · 1 bed · 1.5 baths,38439570,Caro,,Eilandje,51.23372,4.41245,Entire home/apt,200,2,0,,,1,87,0,
670106020036355057,Townhouse in Antwerpen · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,27552149,Florence,,Amandus - Atheneum,51.22605,4.42033,Private room,72,2,28,2023-12-10,1.83,2,56,20,
670645714451239347,Loft in Antwerpen · ★4.92 · 1 bedroom · 2 beds · 1 bath,10032353,Rosanne,,Dam,51.231063,4.4289448,Entire home/apt,141,2,26,2023-11-12,1.50,1,101,15,
670686938023098048,Condo in Antwerpen · 2 bedrooms · 1 bed · 1 bath,59454681,Tom,,Tentoonstellingswijk,51.19132753008221,4.396287761628628,Entire home/apt,250,1,0,,,1,365,0,
670873873561420799,Townhouse in Antwerpen · 1 bedroom · 1 bed · 1 bath,43658721,Nicole,,Harmonie,51.20648,4.40896,Entire home/apt,200,2,2,2022-10-29,0.14,2,339,0,
670917966432860041,Rental unit in Antwerpen · ★4.90 · 1 bedroom · 1 bed · 1 bath,222831298,Arne,,Harmonie,51.20874,4.40399,Entire home/apt,112,2,88,2023-12-17,5.03,20,168,69,
671577926948671225,Rental unit in Antwerpen · ★4.90 · 1 bedroom · 1 bed · 1.5 baths,444883367,Nathalie,,Theaterbuurt-Meir,51.21882859999999,4.4060821,Entire home/apt,102,1,80,2023-12-10,4.72,1,98,58,
672148377508806019,Home in Antwerpen · ★4.70 · 1 bedroom · 1 bed · 1 private bath,15774647,Martine,,Borgerhout Intra Muros Noord,51.21584056270732,4.440036523159391,Private room,40,2,10,2023-09-09,0.58,1,237,3,
672204025856689276,Condo in Antwerpen · ★4.57 · 2 bedrooms · 2 beds · 1 bath,38595910,Anneleen,,Stuivenberg,51.22142,4.42821,Entire home/apt,69,2,23,2023-11-12,1.55,1,285,21,
673015217184901375,Condo in Antwerpen · ★4.82 · 1 bedroom · 1 bed · 1 bath,469958805,Alexander,,Stuivenberg,51.2213146,4.4294878,Entire home/apt,67,1,194,2023-12-22,11.28,2,291,127,
673161561301356963,Home in Antwerpen · ★5.0 · 2 bedrooms · 3 beds · 1 bath,398724093,Indrit & Sam,,Valaar,51.18038,4.3812,Entire home/apt,140,2,10,2023-11-05,0.58,1,349,5,
673637864074774522,Loft in Antwerpen · ★4.74 · 2 bedrooms · 2 beds · 1.5 baths,222831298,Arne,,Eilandje,51.23331,4.40845,Entire home/apt,135,3,94,2023-12-24,5.99,20,0,75,
674232160042618613,Condo in Antwerpen · 2 bedrooms · 2 beds · 2 baths,8545359,Sophie,,Universiteitsbuurt,51.2238,4.40633,Entire home/apt,129,21,2,2023-10-31,0.21,1,176,2,
674650477734680832,Condo in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,2303462,Kim,,Brederode,51.20518,4.39655,Entire home/apt,,2,3,2022-07-31,0.17,1,0,0,
675685872373234437,Condo in Antwerpen · ★4.94 · 2 bedrooms · 4 beds · 1.5 baths,86025811,Charlotte,,Hoboken - Centrum,51.16915,4.36204,Entire home/apt,234,1,17,2023-12-23,0.99,2,165,12,
675738079250101950,Condo in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,13238213,Maddy,,Borgerhout Intra Muros Zuid,51.21518,4.42837,Entire home/apt,80,3,9,2023-12-01,0.59,2,32,6,
676086653871016009,Condo in Antwerpen · ★4.92 · 1 bedroom · 2 beds · 1 bath,129838385,Cristina,,Sint-Andries,51.21512,4.39705,Entire home/apt,115,1,128,2023-12-24,8.00,1,252,102,
676092611606931840,Condo in Antwerpen · ★4.83 · 1 bedroom · 1 bed · 1.5 baths,20727514,Merel,,Theaterbuurt-Meir,51.21163,4.40726,Entire home/apt,,2,6,2023-01-05,0.45,1,0,2,
676631917065384025,Townhouse in Antwerpen · ★4.76 · 1 bedroom · 1 bed · 1.5 baths,200781391,Sam,,Harmonie,51.20743202988721,4.406498146032711,Private room,,1,105,2023-11-30,6.98,3,0,93,
678127691859183719,Condo in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1 bath,454787853,Vincent,,Deurne Oost,51.23025897274192,4.477641507983208,Entire home/apt,69,5,4,2023-05-02,0.29,1,329,2,
678699729553551309,Condo in Antwerpen · 1 bedroom · 3 beds · 1 bath,131449092,Ricardo,,Amandus - Atheneum,51.22458,4.41727,Entire home/apt,65,28,2,2023-05-14,0.17,1,233,2,
678724437480961857,Condo in Antwerpen · 2 bedrooms · 4 beds · 1 bath,471422932,Daan,,Amandus - Atheneum,51.22933,4.41855,Entire home/apt,114,21,0,,,4,359,0,
678751106254374463,Condo in Antwerpen · 2 bedrooms · 4 beds · 1 bath,471422932,Daan,,Amandus - Atheneum,51.22762,4.4196,Entire home/apt,118,14,1,2022-08-27,0.06,4,363,0,
678768079116225804,Condo in Antwerpen · 2 bedrooms · 4 beds · 1 bath,471422932,Daan,,Amandus - Atheneum,51.22746,4.41896,Entire home/apt,114,29,2,2023-01-15,0.12,4,325,1,
678775238093343240,Condo in Antwerpen · ★4.75 · 2 bedrooms · 4 beds · 1 bath,471422932,Daan,,Amandus - Atheneum,51.22781,4.41982,Entire home/apt,124,7,4,2023-07-28,0.37,4,345,4,
679351963704624069,Loft in Antwerpen · ★4.86 · 1 bedroom · 1 bed · 1 bath,12627761,Mahmoud,,Borgerhout Intra Muros Noord,51.2166618,4.444331099999999,Entire home/apt,89,1,51,2023-12-03,2.97,1,358,34,
679713905774457229,Condo in Antwerpen · 1 bedroom · 1 bed · 1 bath,470025658,Toman,,Eilandje,51.23405,4.41047,Entire home/apt,500,3,2,2022-08-21,0.12,1,0,0,
680815743186150797,Rental unit in Antwerpen · ★4.76 · 1 bedroom · 1 bed · 1 bath,102978735,Maureen,,Oud - Berchem,51.19905,4.41956,Entire home/apt,77,2,25,2023-10-22,1.56,1,347,18,
680889950682959614,Condo in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,38745111,Nicolas,,Amandus - Atheneum,51.2290713,4.4140885,Entire home/apt,138,2,10,2023-12-17,0.59,1,352,9,
681060757259069407,Townhouse in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,6602849,Rudina,,Deurne Dorp - Gallifort,51.21917536906667,4.457832723855972,Private room,60,1,9,2022-12-04,0.55,2,21,0,
681736768522952673,Loft in Antwerpen · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,58736716,Leslie,,Dam,51.23177,4.42906,Private room,86,1,11,2023-10-22,0.66,1,362,5,
681805140406802512,Condo in Antwerpen · 2 bedrooms · 2 beds · 1 bath,239262115,Lisa,,Borgerhout Intra Muros Zuid,51.21272,4.43055,Entire home/apt,,3,2,2022-08-20,0.12,1,0,0,
683127731480001994,Condo in Antwerpen · ★4.94 · 1 bedroom · 1 bed · 1 shared bath,143277863,Digna & Razvan,,Centraal Station,51.21772,4.42637,Private room,56,3,54,2023-12-12,3.17,1,78,27,
684550173839793759,Condo in Antwerpen · ★4.97 · 3 bedrooms · 4 beds · 1.5 baths,168265955,Mya,,Eilandje,51.22763621309178,4.405656484655758,Entire home/apt,204,2,62,2023-11-26,5.33,1,319,62,
685220384687884859,Condo in Antwerpen · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,88640018,Mai Khanh,,Zuid,51.2069996,4.3957484,Entire home/apt,135,5,3,2023-08-04,0.21,1,359,2,
686057479250211880,Rental unit in Antwerpen · ★4.67 · 2 bedrooms · 1 bed · 1.5 shared baths,473266143,Sulayman,,Markgrave,51.19532,4.4044,Private room,94,1,6,2022-10-30,0.35,1,15,0,
686672027660818715,Condo in Antwerpen · ★4.79 · 2 bedrooms · 3 beds · 1 bath,54049530,Kimberley,,Nieuw - Kwartier West,51.18739,4.42295,Entire home/apt,,2,19,2023-05-28,1.18,1,0,9,
686715643766307849,Townhouse in Antwerpen · 3 bedrooms · 6 beds · 1.5 baths,368780735,Оксана,,Historisch Centrum,51.22004,4.40328,Entire home/apt,150,28,0,,,13,0,0,
688910151804269794,Rental unit in Antwerpen · ★4.70 · 2 bedrooms · 3 beds · 1 bath,327444295,Lucy,,Oud - Berchem,51.20499,4.43589,Entire home/apt,230,1,86,2023-12-22,5.44,7,269,54,
689525200017774063,Rental unit in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,57505590,Seref,,Borgerhout Extra Muros,51.19843,4.4474,Private room,50,1,7,2023-09-17,0.42,1,154,6,
689598632022382523,Condo in Antwerpen · 1 bedroom · 3 beds · 1 bath,72990707,Evan,,Historisch Centrum,51.22029947477385,4.4039703707866,Entire home/apt,150,2,1,2023-11-19,0.77,1,355,1,
689608205919338452,Condo in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1 bath,51056838,May,,Stuivenberg,51.22007,4.43011,Entire home/apt,100,3,5,2023-07-15,0.30,1,113,2,
689621321274362833,Condo in Antwerpen · ★4.91 · 1 bedroom · 1 bed · 1 bath,196574746,Wim,,Hoboken - Centrum,51.17951,4.34898,Entire home/apt,95,2,11,2023-08-23,0.68,1,176,5,
691171007502019778,Condo in Antwerpen · ★4.70 · 1 bedroom · 1 bed · 1 bath,114043864,Bodo,,Sint-Andries,51.215803,4.401739399999999,Entire home/apt,85,1,27,2023-10-26,1.66,3,317,12,
691181518478376675,Condo in Antwerpen · ★4.52 · 3 bedrooms · 4 beds · 2 baths,114043864,Bodo,,Sint-Andries,51.215803,4.401739399999999,Entire home/apt,218,2,26,2023-11-26,1.65,3,0,24,
691788596134238475,Home in Antwerpen · ★4.57 · 3 bedrooms · 3 beds · 1 bath,45975134,Sebastian,,Amandus - Atheneum,51.22087,4.42769,Entire home/apt,311,2,21,2023-12-17,1.36,1,337,16,
693378006498317113,Home in Antwerpen · ★4.90 · 1 bedroom · 1 bed · 1 bath,142382220,Liana,,Valaar,51.181630923764814,4.37388963997364,Entire home/apt,103,1,9,2023-12-21,2.00,1,0,9,
